Tên sản phẩm,Link sản phẩm,Giá,Số đã bán,Doanh thu,Ngành hàng,Thương hiệu,Giá phân loại cao nhất,Giá phân loại nhỏ nhất,Link shop,Mã sản phẩm,Ngành hàng cấp 1,Ngành hàng cấp 2,Ngành hàng cấp 3,Ngày bắt đầu bán,Số lượt xem sản phẩm,Số đánh giá,Thumbnail,Tên shop,Tổng doanh số,Tổng số đánh giá,Tổng số đã bán
Điện Thoại Samsung Galaxy S21 FE 5G - 8GB/128GB,https://beeco.st/1EHolFY.3wD4m,8990000,255,2811550000,Điện Thoại & Máy Tính Bảng,samsung,8990000,8990000,https://shopee.vn/shop/65589552,1__15330898914__65589552,,,,2022-01,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llacpqtxp0hi5f,SAMSUNG OFFICIAL STORE,17467582000,488,1549
[ĐỘC QUYỀN LAZADA] Điện thoại Samsung Galaxy A04e (4GB / 128GB),https://www.lazada.vn/products/oc-quyen-lazada-ien-thoai-samsung-galaxy-a04e-4gb--128gb-i2080712459.html,2570000,1012,2783000000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/samsung-flagship-store,2__2080712459,,,,2022-11,,,https://vn-live-01.slatic.net/p/a50e8315237f3c1970cac747d0114c9a.jpg,SAMSUNG Flagship Store,62220080000,810,22655
Điện Thoại Di Động Xiaomi Redmi 10 5G 4GB/64GB - Chính hãng,https://beeco.st/1HK0MX9.lecMG,2990000,865,2583960000,Điện Thoại & Máy Tính Bảng,xiaomi,3260000,2990000,https://shopee.vn/shop/799171984,1__18589247561__799171984,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lhcvzt0v44xf6e,Hoàng Hà Mobile Official Store,3223200000,140,1079
[CHỈ 25.08] Điện thoại Samsung Galaxy Z Flip5,https://www.lazada.vn/products/chi-2508-ien-thoai-samsung-galaxy-z-flip5-i2351112090.html,24990000,89,2224110000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/samsung-flagship-store,2__2351112090,,,,2023-07,,,https://vn-live-01.slatic.net/p/aec3f48777fc6621785636883faf0b62.jpg,SAMSUNG Flagship Store,3173730000,35,127
Điện thoại Apple iPhone 14 128GB,https://beeco.st/1JWiL8o.5GTdF,19190000,107,2179730000,Điện Thoại & Máy Tính Bảng,apple,19190000,19190000,https://shopee.vn/shop/88201679,1__20949586482__88201679,,,,2022-09,,,https://cf.shopee.vn/file/0982de1d517eed28495a9bbcaced5881,Apple Flagship Store,12731700000,197,623
Điện thoại Xiaomi Mi 13 Snapdragon 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1KeI0Zb.KIWYu,12490000,154,1923460000,Điện Thoại & Máy Tính Bảng,xiaomi,12490000,12490000,https://shopee.vn/shop/340396216,1__22150645989__340396216,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lk69c9gfoy6a13,starmobile3688,1923460000,76,154
"Điện thoại Samsung Galaxy A34 5G - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",https://beeco.st/1EFn7f3.45QKS,6289000,295,1905230000,Điện Thoại & Máy Tính Bảng,samsung,6289000,6289000,https://shopee.vn/shop/68527388,1__15296920131__68527388,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfkobq3vpks586,HAPPY PHONE MALL,4915679000,192,759
Điện thoại Samsung Galaxy S23 8GB/256GB - Độc Quyền Online,https://beeco.st/1KcWLNJ.oIKUH,18989800,86,1858122800,Điện Thoại & Máy Tính Bảng,samsung,18989800,18989800,https://shopee.vn/shop/843663249,1__22120846803__843663249,,,,2023-01,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lleqdlnkctzc0a,Samsung Flagship Store,2029541600,26,94
Điện thoại Xiaomi Redmi Note 12 RAM 4GB- 8GB - Chính hãng,https://beeco.st/1MCrBHR.lecMG,3990000,415,1801060000,Điện Thoại & Máy Tính Bảng,xiaomi,4970000,3990000,https://shopee.vn/shop/799171984,1__23837586523__799171984,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lk7llr7zq3ec84,Hoàng Hà Mobile Official Store,3500780000,151,805
Điện thoại Samsung Galaxy S23 Ultra 12GB/1TB - Hàng chính hãng mới 100% New Seal,https://beeco.st/1L7Rl5S.2ufyT,30490000,59,1798300000,Điện Thoại & Máy Tính Bảng,samsung,30490000,30490000,https://shopee.vn/shop/48406301,1__22673289564__48406301,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljqscnlf9e44cc,SHOPSAMSUNG.VN LINHPHUKIEN.VN,2530060000,25,83
Điện thoại Samsung Galaxy Z Flip5 512GB,https://beeco.st/1JNFwJN.3wD4m,23990000,57,1699430000,Điện Thoại & Máy Tính Bảng,samsung,23990000,23990000,https://shopee.vn/shop/65589552,1__20791141591__65589552,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lkgj73aunlpk72,SAMSUNG OFFICIAL STORE,1699430000,11,57
Điện thoại Samsung Galaxy Z Flip 5 (8GB/256GB) - New chính hãng,https://beeco.st/1Bk_tHH.PEChj,19700000,72,1476000000,Điện Thoại & Máy Tính Bảng,samsung,21200000,19700000,https://shopee.vn/shop/423152365,1__12599653457__423152365,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljuv4ogo8nuc14,Vian_Mobile_Store,1476000000,17,72
Điện thoại SS Galaxy S21 Ultra 5G - Hàng Chính hãng,https://beeco.st/1LZxa5l.Fx3Ua,24300000,59,1433700000,Điện Thoại & Máy Tính Bảng,,24300000,24300000,https://shopee.vn/shop/267138980,1__23151395183__267138980,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lkhhroky6en0fa,TechhouseHN3,1433700000,26,59
Điện thoại Xiaomi Redmi 12C | MediaTek Helio G85| Camera kép AI 50MP| Pin 5000mAh,https://www.lazada.vn/products/ien-thoai-xiaomi-redmi-12c--mediatek-helio-g85-camera-kep-ai-50mp-pin-5000mah-i2200180452.html,1879000,446,1422740000,Điện Thoại & Máy Tính Bảng,,,,https://www.lazada.vn/xiaomi-brand-store,2__2200180452,,,,2023-03,,,https://vn-live-01.slatic.net/p/f2f0e5ed98ce6b32eeef0fa877f8abd6.jpg,Xiaomi Brand Store,21411822000,959,6905
Điện thoại Samsung Galaxy Z Flip 5 - Hàng chính hãng mới nguyên Seal,https://beeco.st/1JMl2YZ.2ufyT,18490000,72,1407780000,Điện Thoại & Máy Tính Bảng,samsung,20990000,18490000,https://shopee.vn/shop/48406301,1__20782524579__48406301,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljyg9gcre6d024,SHOPSAMSUNG.VN LINHPHUKIEN.VN,1407780000,17,72
"Điện thoại Samsung Galaxy S23 Ultra - Hàng Chính Hãng, Mới 100%, Nguyên seal",https://beeco.st/1LAJys-.45QKS,22120000,59,1371220000,Điện Thoại & Máy Tính Bảng,samsung,22120000,22120000,https://shopee.vn/shop/68527388,1__22721580478__68527388,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-ggb3wh7h13mvc7,HAPPY PHONE MALL,6680249000,123,292
"Điện thoại Samsung Galaxy A54 5G - Hàng Chính Hãng, Mới 100%, Nguyên seal, Bảo Hành 12 Tháng",https://beeco.st/1M6aoPw.45QKS,7999000,161,1303964000,Điện Thoại & Máy Tính Bảng,samsung,8590000,7999000,https://shopee.vn/shop/68527388,1__23732627066__68527388,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfkzbxiknzpgdc,HAPPY PHONE MALL,2297672000,101,283
Điện thoại xiaomi 13 Snapdragon 8 Gen 2 bảo hành 12 tháng,https://beeco.st/1JYJ4vG.FEW90,14189000,94,1296466000,Điện Thoại & Máy Tính Bảng,xiaomi,14189000,14189000,https://shopee.vn/shop/255459904,1__20976520784__255459904,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134201-23030-h9v51ufpkuovb0,mifones,2381697000,55,173
Điện Thoại OPPO A54 (4GB/128GB) - Hàng Chính Hãng,https://beeco.st/1Kjtb5O.yDJBp,3600000,340,1229520000,Điện Thoại & Máy Tính Bảng,oppo,3600000,3600000,https://shopee.vn/shop/1010119411,1__22244381016__1010119411,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7r98o-ll1vvt8ug3ij68,OPPO Brand Store,1373490000,63,380
"Điện thoại Xiaomi Redmi Note 12s - Hàng Chính Hãng, mới 100%, Bảo hành 18 tháng",https://beeco.st/1MKdVD3.45QKS,5350000,213,1180866000,Điện Thoại & Máy Tính Bảng,xiaomi,5350000,5350000,https://shopee.vn/shop/68527388,1__23968215875__68527388,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lgxdu3r2jbqqd0,HAPPY PHONE MALL,1878686000,83,337
ĐIỆN THOẠI SAMSUNG Galaxy S23 Plus - Hàng chính hãng SSVN,https://beeco.st/1K-RH_T.pH-I,18000000,63,1177750000,Điện Thoại & Máy Tính Bảng,samsung,19500000,18000000,https://shopee.vn/shop/13442962,1__22522175453__13442962,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-1m8jn9i1p9mv3b,Bichngocmobile,5596250000,107,296
Điện thoại Xiaomi 13 Pro Mi 13 Pro - Hàng nhập khẩu,https://beeco.st/1Hgg_ss.gIjbk,13970000,68,1177460000,Điện Thoại & Máy Tính Bảng,xiaomi,17870000,13970000,https://shopee.vn/shop/709548398,1__18969525686__709548398,,,,2022-12,,,https://cf.shopee.vn/file/sg-11134201-22120-wv40kdz6eelv9e,Shop Online 24 Hà Nội,2835810000,66,163
Điện Thoại Xiaomi Redmi Note 12 4GB/128GB - Hàng Chính Hãng,https://beeco.st/1KC6OCt.BWjRr,3939000,288,1153222000,Điện Thoại & Máy Tính Bảng,xiaomi,3939000,3939000,https://shopee.vn/shop/193124085,1__21677835063__193124085,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lh26qcuwd7ubcb,Điện Thoại Chính Hãng HồngHạnh,7663548000,389,1908
Điện thoại Xiaomi Redmi K50 Ultra (Extreme Edition) - Hàng nhập khẩu,https://beeco.st/1I1unn1.KIWYu,8850000,84,1132900000,Điện Thoại & Máy Tính Bảng,xiaomi,8850000,8850000,https://shopee.vn/shop/340396216,1__19359013953__340396216,,,,2022-10,,,https://cf.shopee.vn/file/sg-11134201-22100-ut7j4pwdibjve0,starmobile3688,1132900000,31,84
Điện thoại Samsung Galaxy Z Flip 5 - Hàng chính hãng bảo hành 12t,https://beeco.st/1Fx8ryc.o7Eyj,19000000,51,1096500000,Điện Thoại & Máy Tính Bảng,samsung,19800000,19000000,https://shopee.vn/shop/840757037,1__17098301222__840757037,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljuugtnwy6maf6,CGI mobile,1096500000,13,51
Điện thoại OPPO A57 (4GB/128GB).,https://beeco.st/1KQwV4i.1X66t,4240000,240,1093450000,Điện Thoại & Máy Tính Bảng,oppo,4240000,4240000,https://shopee.vn/shop/25452983,1__21926375724__25452983,,,,2022-07,,,https://cf.shopee.vn/file/vn-11134207-7r98o-ll1t6qs4sp25a4,OPPO Official Store,1441750000,33,316
"Điện thoại Xiaomi 13 Pro Mi 13 Pro Snapdragon 8 Gen 2, camera Leica - Hàng nhập khẩu",https://beeco.st/1L9rKdq.Dks2o,13990000,64,1084360000,Điện Thoại & Máy Tính Bảng,xiaomi,17890000,13990000,https://shopee.vn/shop/230383794,1__22713551348__230383794,,,,2022-12,,,https://cf.shopee.vn/file/sg-11134201-22120-ouxdirqgfelv89,Mi City,5399444000,172,318
Điện Thoại Samsung Galaxy Z Flip5 5G 8GB/512GB Chính Hãng,https://beeco.st/1Io-NNY.yQY1c,21490000,52,1039480000,Chưa phân loại,,21490000,21490000,https://shopee.vn/shop/1013588070,1__20182562274__1013588070,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134201-7qukw-ljzwpgtxhgcif0,,1319340000,42,66
[Nhập ELSSMX10 Giảm 10% Tối Đa 2.5TR] Điện Thoại Samsung Galaxy A34 5G (8GB/128GB),https://beeco.st/1GxMGV4.3wD4m,6890000,136,960440000,Điện Thoại & Máy Tính Bảng,samsung,6890000,6890000,https://shopee.vn/shop/65589552,1__18175559620__65589552,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llacpqtxnlx21f,SAMSUNG OFFICIAL STORE,3938700000,166,554
[CHỈ 25.08] [ĐỘC QUYỀN LAZADA] Điện thoại Samsung Galaxy M14 (4GB/64GB),https://www.lazada.vn/products/chi-2508-oc-quyen-lazada-ien-thoai-samsung-galaxy-m14-4gb64gb-i2249051805.html,3490000,273,952770000,Điện Thoại & Máy Tính Bảng,,,,https://www.lazada.vn/samsung-flagship-store,2__2249051805,,,,2023-04,,,https://vn-live-01.slatic.net/p/ca7d626ff0f1e215d273164c340a7fb5.jpg,SAMSUNG Flagship Store,11478610000,281,3289
"Điện thoại Samsung Galaxy S9 Plus 2sim mới ram 6G/64G Chính Hãng, Màn 6.2inch, Cân Mọi Game nặng đỉnh - BCC 05",https://beeco.st/18sTroQ.1VwY8,999000,115,920000000,Điện Thoại & Máy Tính Bảng,samsung,2649000,999000,https://shopee.vn/shop/25143432,1__9503726746__25143432,,,,2020-12,,,https://cf.shopee.vn/file/c6a29accd9150e7a23c329f1c35b1278,baochaustore2017,1976000000,9,247
"điện thoại Chính Hãng giá siêu rẻ Samsung Galaxy Note 8 2sim mới Chính Hãng ram 6G/rom 64G, cày game mượt - BCC 05",https://beeco.st/1798ZtE.1VwY8,2299000,165,862535000,Điện Thoại & Máy Tính Bảng,samsung,3299000,2299000,https://shopee.vn/shop/25143432,1__7669431758__25143432,,,,2020-12,,,https://cf.shopee.vn/file/8a12b08d4c421b8f6ece78b4534f6479,baochaustore2017,2513322000,15,478
Điện thoại OPPO A54 4GB/128GB - Hàng chính hãng,https://www.lazada.vn/products/ien-thoai-oppo-a54-4gb128gb---hang-chinh-hang-i2232513455.html,3450000,249,859050000,Điện Thoại & Máy Tính Bảng,oppo,,,https://www.lazada.vn/oppo-brand-store,2__2232513455,,,,2023-03,,,https://vn-live-01.slatic.net/p/2ed1ee304fa8da4e4c60e093b5fd8fdf.jpg,OPPO Brand Store,11823150000,450,3427
Điện thoại di động Samsung Galaxy Z Flip5 8GB/512GB - Chính hãng hàng lướt,https://beeco.st/1HPZwzB.M4va5,27890000,30,836700000,Điện Thoại & Máy Tính Bảng,samsung,27890000,27890000,https://shopee.vn/shop/370383109,1__18682457931__370383109,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljuz9jzdl14y5c,TECHHOUSE VIETNAM,836700000,21,30
"Điện thoại Samsung Galaxy A14 - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",https://beeco.st/1MCZn3f.45QKS,3360000,237,833620000,Điện Thoại & Máy Tính Bảng,samsung,3360000,3360000,https://shopee.vn/shop/68527388,1__23833022697__68527388,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfkobq3vo67p7e,HAPPY PHONE MALL,1537928000,111,434
ĐIỆN THOẠI SAMSUNG S23 PLUS 8GB/256GB | 12GB/512GB,https://beeco.st/1FH4g-s.o7Eyj,17500000,44,814000000,Điện Thoại & Máy Tính Bảng,samsung,17500000,17500000,https://shopee.vn/shop/840757037,1__16392564662__840757037,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-mgriknoorbnv59,CGI mobile,2342901000,49,126
Điện Thoại Samsung Galaxy S23 5G - Hàng Chính Hãng,https://beeco.st/1HUwatY.82BwN,14590000,35,804650000,Điện Thoại & Máy Tính Bảng,samsung,22990000,14590000,https://shopee.vn/shop/134790807,1__18772282850__134790807,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-w0bo8b5lr2mvfd,ALL_Store,804650000,7,35
Điện thoại Samsung Galaxy Z Fold 4 5G - Hàng chính hãng - Mới 100% Nguyên Seal,https://beeco.st/1HSzgiw.pH-I,26500000,17,786740000,Điện Thoại & Máy Tính Bảng,samsung,53790000,26500000,https://shopee.vn/shop/13442962,1__18739538746__13442962,,,,2022-08,,,https://cf.shopee.vn/file/a0204ee155bacfb844c70f0ade5de8d9,Bichngocmobile,4149800000,36,93
Điện thoại Xiaomi Redmi note 12 pro 5g ram 8/256 chính hãng,https://beeco.st/1GgflmP.FEW90,8259000,94,776376000,Điện Thoại & Máy Tính Bảng,xiaomi,8259000,8259000,https://shopee.vn/shop/255459904,1__17895455769__255459904,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljo2sgcchy2cd5,mifones,1403916000,44,170
Điện thoại Xiaomi Redmi Note 12 Turbo | Snapdragon 7+ gen 2 | 6.67 inches 68 tỷ màu |,https://beeco.st/1HbrECz.DOXTn,6200000,116,766060000,Điện Thoại & Máy Tính Bảng,xiaomi,6500000,6200000,https://shopee.vn/shop/224532337,1__18888319805__224532337,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lh46quzz1ofnc1,ĐIỆN THOẠI GIÁ RẺ - HÀ NỘI,2329080000,151,350
Điện thoại Samsung Galaxy Z Fold5 5G 512GB,https://beeco.st/1K6xgfd.3wD4m,38090000,17,753830000,Điện Thoại & Máy Tính Bảng,samsung,38090000,38090000,https://shopee.vn/shop/65589552,1__21591140967__65589552,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lkgj6oz1mf8of1,SAMSUNG OFFICIAL STORE,753830000,4,17
[Mã CBEL99 giảm 10% đơn 500K] Điện thoại Xiaomi Redmi 9A 2GB/32GB - Màn hình 6.53  HD+ Camera 13MP Pin 5000 mAh,https://beeco.st/1GNrLZP.lhR5j,2490000,399,752810000,Điện Thoại & Máy Tính Bảng,xiaomi,2490000,2490000,https://shopee.vn/shop/799912301,1__17579727065__799912301,,,,2022-07,,,https://cf.shopee.vn/file/3648c85836f7b1158f9ed76aa708e331,Xiaomi Official Global Store,2823501000,249,1482
Điện Thoại SS Galaxy Note 20 Ultra (8GB/256GB) Chính hãng,https://beeco.st/1JYhk0W.Fx3Ua,24500000,30,735000000,Điện Thoại & Máy Tính Bảng,,24500000,24500000,https://shopee.vn/shop/267138980,1__20982980640__267138980,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lkhhroky0sd8fe,TechhouseHN3,735000000,15,30
"Điện thoại Samsung Galaxy A34 5G ( 8GB - 128GB ) - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",https://www.lazada.vn/products/ien-thoai-samsung-galaxy-a34-5g--8gb---128gb----hang-chinh-hang-moi-100-bao-hanh-12-thang-i2232879162.html,6349000,109,729101000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/happy-phone,2__2232879162,,,,2023-03,,,https://vn-live-01.slatic.net/p/f94e718639bb6fe81cb13f39f2f3f3b0.jpg,HAPPY PHONE,2395243000,91,358
Điện thoại Apple iPhone 14 Plus 128GB - Chính hãng VN/A,https://beeco.st/1HleI4V.T1tU9,22049000,31,725308000,Điện Thoại & Máy Tính Bảng,apple,31990000,22049000,https://shopee.vn/shop/487028617,1__19052699935__487028617,,,,2022-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnquuv8av7oe4,Minh Tuấn Mobile Official,1662588000,18,71
Điện thoại Apple iPhone 14 Pro 128GB - Chính hãng VN,https://beeco.st/1HleMcP.T1tU9,24960000,28,724080000,Điện Thoại & Máy Tính Bảng,apple,25270000,24960000,https://shopee.vn/shop/487028617,1__19052718489__487028617,,,,2022-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnthemr6quteb,Minh Tuấn Mobile Official,3851695000,47,149
"Điện thoại Samsung Galaxy S8 2sim ram 4G/64G mới, Chính Hãng, chơi PUBG/FREE FIRE mượt - GGS 04",https://beeco.st/13OLyCn.6SQBQ,1100000,120,720000000,Điện Thoại & Máy Tính Bảng,samsung,2099000,1100000,https://shopee.vn/shop/108110554,1__3629630257__108110554,,,,2020-04,,,https://cf.shopee.vn/file/vn-11134201-23020-fntyy414s2nvdc,smartphonegiasi,2939625300,56,518
Điện thoại di động Samsung Galaxy S20 FE 256GB - Chính hãng,https://beeco.st/1KjreeX.lecMG,7290000,96,696510000,Điện Thoại & Máy Tính Bảng,samsung,7740000,7290000,https://shopee.vn/shop/799171984,1__22243871265__799171984,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lhcvzt0uyiia59,Hoàng Hà Mobile Official Store,4550940000,149,625
Điện Thoại Samsung Galaxy S23 Ultra 5G - Hàng Chính Hãng,https://beeco.st/1FYyYND.82BwN,21300000,22,692590000,Điện Thoại & Máy Tính Bảng,samsung,44990000,21300000,https://shopee.vn/shop/134790807,1__16692422093__134790807,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-kzgeifrdu2mv43,ALL_Store,2046120000,11,65
Điện Thoại Apple iPhone 13 128Gb,https://beeco.st/1BIYQQW.T1tU9,16770000,38,687750000,Điện Thoại & Máy Tính Bảng,apple,17080000,16770000,https://shopee.vn/shop/487028617,1__12122171040__487028617,,,,2021-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnvfn197qt1ad,Minh Tuấn Mobile Official,6843220000,119,366
"Điện thoại Xiaomi Redmi Note 12 - Hàng Chính Hãng, mới 100%, Bảo hành 18 tháng",https://beeco.st/1Dn-YoZ.45QKS,3919000,169,683420000,Điện Thoại & Máy Tính Bảng,xiaomi,4790000,3919000,https://shopee.vn/shop/68527388,1__14797122723__68527388,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljp3mowtk1pwb7,HAPPY PHONE MALL,3801432000,307,938
Điện thoại Xiaomi Mi 11 Pro Ram 8GB/128 Hàng Nhập Khẩu,https://beeco.st/1JbDIm6.KIWYu,9990000,62,647440000,Điện Thoại & Máy Tính Bảng,xiaomi,9990000,9990000,https://shopee.vn/shop/340396216,1__21025336326__340396216,,,,2022-07,,,https://cf.shopee.vn/file/bbd047c0df464c472e7b34b1713ef6cb,starmobile3688,814640000,28,78
Điện Thoại Samsung Galaxy S23 Plus ( S23+ ) - Hàng chính hãng mới 100% New Seal,https://beeco.st/1KBsScT.2ufyT,18490000,35,646410000,Điện Thoại & Máy Tính Bảng,samsung,29990000,18490000,https://shopee.vn/shop/48406301,1__21673658781__48406301,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-23030-gbh1k4qs0novb1,SHOPSAMSUNG.VN LINHPHUKIEN.VN,2739939000,53,148
Điện Thoại Samsung Galaxy S23 - Hàng chính hãng mới 100% New Seal,https://beeco.st/1I-NJAd.2ufyT,16890000,41,638072000,Điện Thoại & Máy Tính Bảng,samsung,16890000,16890000,https://shopee.vn/shop/48406301,1__20373648039__48406301,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-23030-wvru92ugaoov1d,SHOPSAMSUNG.VN LINHPHUKIEN.VN,3293438000,83,214
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB - 8GB/512GB _ Hàng Chính Hãng,https://beeco.st/1LfkhlE.8kc8_,21990000,29,637710000,Điện Thoại & Máy Tính Bảng,samsung,36990000,21990000,https://shopee.vn/shop/146432575,1__23248681934__146432575,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljdotimhtaky3e,HAOSTORESG,923580000,20,42
Điện thoại Xiaomi Redmi Note 12 AMOLED 6.67  FHD+| Snapdragon® 685| 5000mAh,https://www.lazada.vn/products/ien-thoai-xiaomi-redmi-note-12-amoled-667-fhd-snapdragon-685-5000mah-i2264815504.html,3950000,161,635950000,Điện Thoại & Máy Tính Bảng,xiaomi,,,https://www.lazada.vn/hsresell,2__2264815504,,,,2023-04,,,https://vn-live-01.slatic.net/p/56bbfb38f5013a2e7df6c05d28b77cf1.png,HSResell,663600000,5,168
Điện Thoại Samsung Galaxy Z Fold4 - Hàng Chính Hãng,https://beeco.st/1HkVyvU.82BwN,40990000,15,614850000,Điện Thoại & Máy Tính Bảng,samsung,44490000,40990000,https://shopee.vn/shop/134790807,1__19033738846__134790807,,,,2022-08,,,https://cf.shopee.vn/file/7563991ef69ccf138324a9ab8d161d0b,ALL_Store,3238210000,13,79
"Điện thoại Samsung S8 chính hãng 2sim mới 99% ram 4/64G, màn 5.8inch, Camera siêu chất - GGS 03",https://beeco.st/153e2Yg.6SQBQ,998000,100,600000000,Điện Thoại & Máy Tính Bảng,samsung,2099000,998000,https://shopee.vn/shop/108110554,1__5429536938__108110554,,,,2020-04,,,https://cf.shopee.vn/file/vn-11134201-23020-jmfyt71t4ynv8c,smartphonegiasi,2939476000,53,500
Điện thoại Xiaomi Redmi Note 12 Turbo (Bảo Hành Vàng MobileCity 12 Tháng) - Chip Snapdragon 7+ Gen 2,https://beeco.st/1LP5Xqs.BcwG0,6350000,86,592150000,Điện Thoại & Máy Tính Bảng,xiaomi,6650000,6350000,https://shopee.vn/shop/194749440,1__22969457974__194749440,,,,2023-05,,,https://cf.shopee.vn/file/sg-11134201-7qvfe-lhehvdv0lw5341,Tai Nghe - Đồng Hồ chính hãng,640450000,40,93
Điện thoại xiaomi redmi k60 Snapdragon 8+ Gen 1 nguyên seal bảo hành 12 tháng Mifones,https://beeco.st/1LRq4aX.FEW90,7759000,67,591153000,Điện Thoại & Máy Tính Bảng,xiaomi,8189000,7759000,https://shopee.vn/shop/255459904,1__23015213345__255459904,,,,2022-12,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljf2pgeiep70cf,mifones,1927294000,78,218
Điện Thoại Samsung Galaxy S23 Plus - Hàng Chính Hãng,https://beeco.st/1IiPi0q.82BwN,26990000,22,566810000,Điện Thoại & Máy Tính Bảng,samsung,29990000,26990000,https://shopee.vn/shop/134790807,1__20072284212__134790807,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-oicngn99t2mv23,ALL_Store,593800000,6,23
"Điện thoại Samsung Galaxy S7 Edge máy Chính Hãng ram 4G/32G, màn hình 5.5inch, Camera siêu nét - GGS 05",https://beeco.st/11gZocW.6SQBQ,498000,122,559380000,Điện Thoại & Máy Tính Bảng,samsung,1599000,498000,https://shopee.vn/shop/108110554,1__1787767200__108110554,,,,2018-12,,,https://cf.shopee.vn/file/1e00a4615f6e327b3d9e5c57dfea8872,smartphonegiasi,2857689060,61,598
Điện thoại Apple iPhone 14 Plus 128GB,https://beeco.st/1J-VhU3.5GTdF,21390000,24,554760000,Điện Thoại & Máy Tính Bảng,apple,27990000,21390000,https://shopee.vn/shop/88201679,1__21449586563__88201679,,,,2022-09,,,https://cf.shopee.vn/file/0982de1d517eed28495a9bbcaced5881,Apple Flagship Store,5553880000,80,232
"Điện thoại Chính Hãng Samsung Galaxy S8 64G ram 4G, màn 5.8inch, Cày Game chất - GGS 04",https://beeco.st/15cTN8R.6SQBQ,496000,150,554400000,Điện Thoại & Máy Tính Bảng,samsung,1849000,496000,https://shopee.vn/shop/108110554,1__6013940251__108110554,,,,2020-01,,,https://cf.shopee.vn/file/vn-11134201-23020-h3rfh8zq4ynv21,smartphonegiasi,1957234240,61,559
Điện thoại Realme GT Neo 5 5G Rom Quốc Tế Snapdragon 8+ Gen 1- Hàng nhập khẩu,https://beeco.st/1Kp3KHC.gIjbk,9190000,54,537500000,Điện Thoại & Máy Tính Bảng,realme,9190000,9190000,https://shopee.vn/shop/709548398,1__22331343948__709548398,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134201-23030-n9w3ri8t6jovd8,Shop Online 24 Hà Nội,2418440000,113,243
